sep=; 
"region";"url_region";"estacion";"estacion_enlinea";"url_estacion";"provincia";"comuna";"coord_utm";"huso";"longitud";"latitud";"contaminante";"contaminante_desc";"contaminante_cod";"contaminante_tecnica";"contaminante_fechaInicio";"contaminante_fechaFin";"contaminante_altura";"url_contaminante";"fecha_consulta";"pollutant";"unidad";"macro";"from";"to";"fecha_fin_actual";"url_descarga";"metrica";"ano_inicio";"ano_fin";"mes_inicio";"mes_fin"
"III";"/index.php/region/index/id/III";"Huasco II";TRUE;"/index.php/estacion/index/id/179";"Huasco";"Huasco";"281581 E 6849067 N";"19";-71.230831548242;-28.4667243449263;"Dióxido de azufre";"(SO2 - µg/m3N)";"0001";"Fluorescencia de pulso U.V";2017-04-29;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Huasco II&macropath=./RIII/329/Cal/0001&macro=0001.horario.horario&from=170428&to=200716&";2020-07-16;"so2";"ug/m3N";"./RIII/329/Cal/0001/0001.horario.horario.ic";"170428";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RIII/329/Cal/0001/0001.horario.horario.ic&from=170428&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2017;2020;"04";"07"
"III";"/index.php/region/index/id/III";"Huasco II";TRUE;"/index.php/estacion/index/id/179";"Huasco";"Huasco";"281581 E 6849067 N";"19";-71.230831548242;-28.4667243449263;"Monóxido de nitrógeno";"(NO - µg/m3N)";"0002";"Luminiscencia Quimica";2017-04-29;2020-07-15;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Huasco II&macropath=./RIII/329/Cal/0002&macro=0002.diario.diario&from=170429&to=200715&";2020-07-16;"no";"ug/m3N";"./RIII/329/Cal/0002/0002.diario.diario.ic";"170429";"200715";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RIII/329/Cal/0002/0002.diario.diario.ic&from=170429&to=200715&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2017;2020;"04";"07"
"III";"/index.php/region/index/id/III";"Huasco II";TRUE;"/index.php/estacion/index/id/179";"Huasco";"Huasco";"281581 E 6849067 N";"19";-71.230831548242;-28.4667243449263;"Monóxido de nitrógeno";"(NO - µg/m3N)";"0002";"Luminiscencia Quimica";2017-04-29;2020-07-15;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Huasco II&macropath=./RIII/329/Cal/0002&macro=0002.horario.horario&from=170428&to=200716&";2020-07-16;"no";"ug/m3N";"./RIII/329/Cal/0002/0002.horario.horario.ic";"170428";"200716";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RIII/329/Cal/0002/0002.horario.horario.ic&from=170428&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2017;2020;"04";"07"
"III";"/index.php/region/index/id/III";"Huasco II";TRUE;"/index.php/estacion/index/id/179";"Huasco";"Huasco";"281581 E 6849067 N";"19";-71.230831548242;-28.4667243449263;"Dióxido de nitrógeno";"(NO2 - µg/m3N)";"0003";"Luminiscencia Quimica";2017-04-29;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Huasco II&macropath=./RIII/329/Cal/0003&macro=0003.diario.diario&from=170429&to=200715&";2020-07-16;"no2";"ug/m3N";"./RIII/329/Cal/0003/0003.diario.diario.ic";"170429";"200715";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RIII/329/Cal/0003/0003.diario.diario.ic&from=170429&to=200715&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2017;2020;"04";"07"
"III";"/index.php/region/index/id/III";"Huasco II";TRUE;"/index.php/estacion/index/id/179";"Huasco";"Huasco";"281581 E 6849067 N";"19";-71.230831548242;-28.4667243449263;"Dióxido de nitrógeno";"(NO2 - µg/m3N)";"0003";"Luminiscencia Quimica";2017-04-29;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Huasco II&macropath=./RIII/329/Cal/0003&macro=0003.horario.horario&from=170428&to=200716&";2020-07-16;"no2";"ug/m3N";"./RIII/329/Cal/0003/0003.horario.horario.ic";"170428";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RIII/329/Cal/0003/0003.horario.horario.ic&from=170428&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2017;2020;"04";"07"
"III";"/index.php/region/index/id/III";"Huasco II";TRUE;"/index.php/estacion/index/id/179";"Huasco";"Huasco";"281581 E 6849067 N";"19";-71.230831548242;-28.4667243449263;"Ozono.-";"(O3 - µg/m3N)";"0008";"Fotometría de absorción ultravioleta";2017-04-29;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Huasco II&macropath=./RIII/329/Cal/0008&macro=0008.diario.diario&from=170429&to=200715&";2020-07-16;"o3";"ug/m3N";"./RIII/329/Cal/0008/0008.diario.diario.ic";"170429";"200715";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RIII/329/Cal/0008/0008.diario.diario.ic&from=170429&to=200715&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2017;2020;"04";"07"
"III";"/index.php/region/index/id/III";"Huasco II";TRUE;"/index.php/estacion/index/id/179";"Huasco";"Huasco";"281581 E 6849067 N";"19";-71.230831548242;-28.4667243449263;"Ozono.-";"(O3 - µg/m3N)";"0008";"Fotometría de absorción ultravioleta";2017-04-29;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Huasco II&macropath=./RIII/329/Cal/0008&macro=0008.horario.horario&from=170428&to=200716&";2020-07-16;"o3";"ug/m3N";"./RIII/329/Cal/0008/0008.horario.horario.ic";"170428";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RIII/329/Cal/0008/0008.horario.horario.ic&from=170428&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2017;2020;"04";"07"
"III";"/index.php/region/index/id/III";"Huasco II";TRUE;"/index.php/estacion/index/id/179";"Huasco";"Huasco";"281581 E 6849067 N";"19";-71.230831548242;-28.4667243449263;"Dirección del viento";"Dirección del viento(Dir. viento - °)";"WDIR";"Potenciómetro de Precisión";2017-04-28;2020-07-16;"10m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Huasco II&macropath=./RIII/329/Met/WDIR&macro=horario_010&from=170428&to=200716&";2020-07-16;"wd_10m";"°";"./RIII/329/Met/WDIR/horario_010.ic";"170428";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RIII/329/Met/WDIR/horario_010.ic&from=170428&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2017;2020;"04";"07"
"III";"/index.php/region/index/id/III";"Huasco II";TRUE;"/index.php/estacion/index/id/179";"Huasco";"Huasco";"281581 E 6849067 N";"19";-71.230831548242;-28.4667243449263;"Velocidad del viento";"Velocidad del viento(Vel. viento - m/s)";"WSPD";"Bobina Magnética";2017-04-28;2020-07-16;"10m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Huasco II&macropath=./RIII/329/Met/WSPD&macro=horario_010&from=170428&to=200716&";2020-07-16;"ws_10m";"m/s";"./RIII/329/Met/WSPD/horario_010.ic";"170428";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RIII/329/Met/WSPD/horario_010.ic&from=170428&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2017;2020;"04";"07"
"III";"/index.php/region/index/id/III";"SM1 ";TRUE;"/index.php/estacion/index/id/243";"Huasco";"Huasco";"279357 E 6845277 N";"19";-71.2542583494662;-28.5005344425995;"Dióxido de azufre";"(SO2 - ppb)";"0001";"Fluorescencia ultravioleta";2002-01-01;2019-01-24;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=SM1 &macropath=./RIII/301/Cal/0001&macro=0001.diario.diario&from=020101&to=190124&";2020-07-16;"so2";"ppb";"./RIII/301/Cal/0001/0001.diario.diario.ic";"020101";"190124";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RIII/301/Cal/0001/0001.diario.diario.ic&from=020101&to=190124&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2002;2019;"01";"01"
"III";"/index.php/region/index/id/III";"SM1 ";TRUE;"/index.php/estacion/index/id/243";"Huasco";"Huasco";"279357 E 6845277 N";"19";-71.2542583494662;-28.5005344425995;"Dióxido de azufre";"(SO2 - ppb)";"0001";"Fluorescencia ultravioleta";2002-01-01;2019-01-24;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=SM1 &macropath=./RIII/301/Cal/0001&macro=0001.horario.horario&from=020101&to=190125&";2020-07-16;"so2";"ppb";"./RIII/301/Cal/0001/0001.horario.horario.ic";"020101";"190125";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RIII/301/Cal/0001/0001.horario.horario.ic&from=020101&to=190125&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2002;2019;"01";"01"
"III";"/index.php/region/index/id/III";"SM2";TRUE;"/index.php/estacion/index/id/192";"Huasco";"Huasco";"286412 E 6849717 N";"19";-71.1813991608382;-28.4616614357619;"Dióxido de azufre";"(SO2 - ppb)";"0001";"Fluorescencia ultravioleta";2002-01-01;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=SM2&macropath=./RIII/302/Cal/0001&macro=0001.diario.diario&from=020101&to=200715&";2020-07-16;"so2";"ppb";"./RIII/302/Cal/0001/0001.diario.diario.ic";"020101";"200715";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RIII/302/Cal/0001/0001.diario.diario.ic&from=020101&to=200715&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2002;2020;"01";"07"
"III";"/index.php/region/index/id/III";"SM2";TRUE;"/index.php/estacion/index/id/192";"Huasco";"Huasco";"286412 E 6849717 N";"19";-71.1813991608382;-28.4616614357619;"Dióxido de azufre";"(SO2 - ppb)";"0001";"Fluorescencia ultravioleta";2002-01-01;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=SM2&macropath=./RIII/302/Cal/0001&macro=0001.horario.horario&from=020101&to=200716&";2020-07-16;"so2";"ppb";"./RIII/302/Cal/0001/0001.horario.horario.ic";"020101";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RIII/302/Cal/0001/0001.horario.horario.ic&from=020101&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2002;2020;"01";"07"
"III";"/index.php/region/index/id/III";"SM3 ";TRUE;"/index.php/estacion/index/id/252";"Huasco";"Huasco";"286750 E 6848592 N";"19";-71.1781573521909;-28.4718643876107;"Dióxido de azufre";"(SO2 - ppb)";"0001";"Fluorescencia ultravioleta";2002-01-01;2020-06-08;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=SM3 &macropath=./RIII/303/Cal/0001&macro=0001.diario.diario&from=020101&to=200608&";2020-07-16;"so2";"ppb";"./RIII/303/Cal/0001/0001.diario.diario.ic";"020101";"200608";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RIII/303/Cal/0001/0001.diario.diario.ic&from=020101&to=200608&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2002;2020;"01";"06"
"III";"/index.php/region/index/id/III";"SM3 ";TRUE;"/index.php/estacion/index/id/252";"Huasco";"Huasco";"286750 E 6848592 N";"19";-71.1781573521909;-28.4718643876107;"Dióxido de azufre";"(SO2 - ppb)";"0001";"Fluorescencia ultravioleta";2002-01-01;2020-06-08;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=SM3 &macropath=./RIII/303/Cal/0001&macro=0001.horario.horario&from=020101&to=200609&";2020-07-16;"so2";"ppb";"./RIII/303/Cal/0001/0001.horario.horario.ic";"020101";"200609";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RIII/303/Cal/0001/0001.horario.horario.ic&from=020101&to=200609&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2002;2020;"01";"06"
"III";"/index.php/region/index/id/III";"SM4 ";TRUE;"/index.php/estacion/index/id/214";"Huasco";"Huasco";"287841 E 6847562 N";"19";-71.167210044069;-28.4813331610151;"Dióxido de azufre";"(SO2 - ppb)";"0001";"Fluorescencia ultravioleta";2002-01-01;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=SM4 &macropath=./RIII/304/Cal/0001&macro=0001.diario.diario&from=020101&to=200715&";2020-07-16;"so2";"ppb";"./RIII/304/Cal/0001/0001.diario.diario.ic";"020101";"200715";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RIII/304/Cal/0001/0001.diario.diario.ic&from=020101&to=200715&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2002;2020;"01";"07"
"III";"/index.php/region/index/id/III";"SM4 ";TRUE;"/index.php/estacion/index/id/214";"Huasco";"Huasco";"287841 E 6847562 N";"19";-71.167210044069;-28.4813331610151;"Dióxido de azufre";"(SO2 - ppb)";"0001";"Fluorescencia ultravioleta";2002-01-01;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=SM4 &macropath=./RIII/304/Cal/0001&macro=0001.horario.horario&from=020101&to=200716&";2020-07-16;"so2";"ppb";"./RIII/304/Cal/0001/0001.horario.horario.ic";"020101";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RIII/304/Cal/0001/0001.horario.horario.ic&from=020101&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2002;2020;"01";"07"
"III";"/index.php/region/index/id/III";"SM4 ";TRUE;"/index.php/estacion/index/id/214";"Huasco";"Huasco";"287841 E 6847562 N";"19";-71.167210044069;-28.4813331610151;"Dirección del viento";"Dirección del viento(Dir. viento - °)";"WDIR";"Divisor de Tension";2003-01-01;2014-08-26;"10m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=SM4 &macropath=./RIII/304/Met/WDIR&macro=horario_010&from=030101&to=140826&";2020-07-16;"wd_10m";"°";"./RIII/304/Met/WDIR/horario_010.ic";"030101";"140826";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RIII/304/Met/WDIR/horario_010.ic&from=030101&to=140826&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2003;2014;"01";"08"
"III";"/index.php/region/index/id/III";"SM4 ";TRUE;"/index.php/estacion/index/id/214";"Huasco";"Huasco";"287841 E 6847562 N";"19";-71.167210044069;-28.4813331610151;"Dirección del viento";"Dirección del viento(Dir. viento - °)";"WDIR";"Divisor de Tension";2018-06-26;2020-07-16;"12m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=SM4 &macropath=./RIII/304/Met/WDIR&macro=horario_012&from=180626&to=200716&";2020-07-16;"wd_12m";"°";"./RIII/304/Met/WDIR/horario_012.ic";"180626";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RIII/304/Met/WDIR/horario_012.ic&from=180626&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2018;2020;"06";"07"
"III";"/index.php/region/index/id/III";"SM4 ";TRUE;"/index.php/estacion/index/id/214";"Huasco";"Huasco";"287841 E 6847562 N";"19";-71.167210044069;-28.4813331610151;"Velocidad del viento";"Velocidad del viento(Vel. viento - m/s)";"WSPD";"Pulso";2018-06-26;2020-07-16;"12m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=SM4 &macropath=./RIII/304/Met/WSPD&macro=horario_012&from=180626&to=200716&";2020-07-16;"ws_12m";"m/s";"./RIII/304/Met/WSPD/horario_012.ic";"180626";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RIII/304/Met/WSPD/horario_012.ic&from=180626&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2018;2020;"06";"07"
"III";"/index.php/region/index/id/III";"SM4 ";TRUE;"/index.php/estacion/index/id/214";"Huasco";"Huasco";"287841 E 6847562 N";"19";-71.167210044069;-28.4813331610151;"Velocidad del viento";"Velocidad del viento(Vel. viento - m/s)";"WSPD";"Pulso";2002-01-01;2018-08-28;"10m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=SM4 &macropath=./RIII/304/Met/WSPD&macro=horario_010&from=020101&to=180828&";2020-07-16;"ws_10m";"m/s";"./RIII/304/Met/WSPD/horario_010.ic";"020101";"180828";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RIII/304/Met/WSPD/horario_010.ic&from=020101&to=180828&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2002;2018;"01";"08"
"III";"/index.php/region/index/id/III";"SM5 ";TRUE;"/index.php/estacion/index/id/121";"Huasco";"Huasco";"289916 E 6847254 N";"19";-71.1460823232612;-28.484447537988;"Dióxido de azufre";"(SO2 - ppb)";"0001";"Fluorescencia ultravioleta";2002-01-01;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=SM5 &macropath=./RIII/305/Cal/0001&macro=0001.diario.diario&from=020101&to=200715&";2020-07-16;"so2";"ppb";"./RIII/305/Cal/0001/0001.diario.diario.ic";"020101";"200715";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RIII/305/Cal/0001/0001.diario.diario.ic&from=020101&to=200715&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2002;2020;"01";"07"
"III";"/index.php/region/index/id/III";"SM5 ";TRUE;"/index.php/estacion/index/id/121";"Huasco";"Huasco";"289916 E 6847254 N";"19";-71.1460823232612;-28.484447537988;"Dióxido de azufre";"(SO2 - ppb)";"0001";"Fluorescencia ultravioleta";2002-01-01;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=SM5 &macropath=./RIII/305/Cal/0001&macro=0001.horario.horario&from=020101&to=200716&";2020-07-16;"so2";"ppb";"./RIII/305/Cal/0001/0001.horario.horario.ic";"020101";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RIII/305/Cal/0001/0001.horario.horario.ic&from=020101&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2002;2020;"01";"07"
"III";"/index.php/region/index/id/III";"Tierra Amarilla";TRUE;"/index.php/estacion/index/id/224";"Copiapó";"Tierra Amarilla";"6960567 E 375128 N";"19";NA;NA;"Dióxido de azufre";"(SO2 - µg/m3N)";"0001";"Fluorescencia ultravioleta";1993-01-01;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Tierra Amarilla&macropath=./RIII/312/Cal/0001&macro=0001.diario.diario&from=930101&to=200715&";2020-07-16;"so2";"ug/m3N";"./RIII/312/Cal/0001/0001.diario.diario.ic";"930101";"200715";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RIII/312/Cal/0001/0001.diario.diario.ic&from=930101&to=200715&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";1993;2020;"01";"07"
"III";"/index.php/region/index/id/III";"Tierra Amarilla";TRUE;"/index.php/estacion/index/id/224";"Copiapó";"Tierra Amarilla";"6960567 E 375128 N";"19";NA;NA;"Dióxido de azufre";"(SO2 - µg/m3N)";"0001";"Fluorescencia ultravioleta";1993-01-01;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Tierra Amarilla&macropath=./RIII/312/Cal/0001&macro=0001.horario.horario&from=921231&to=200716&";2020-07-16;"so2";"ug/m3N";"./RIII/312/Cal/0001/0001.horario.horario.ic";"921231";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RIII/312/Cal/0001/0001.horario.horario.ic&from=921231&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";1992;2020;"12";"07"
"III";"/index.php/region/index/id/III";"Tierra Amarilla";TRUE;"/index.php/estacion/index/id/224";"Copiapó";"Tierra Amarilla";"6960567 E 375128 N";"19";NA;NA;"Material particulado MP 10";"(MP 10 - µg/m3N)";"PM10";"Gravimetría (Otros)";1999-02-01;2009-03-31;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Tierra Amarilla&macropath=./RIII/312/Cal/PM10&macro=PM10.diario.diario&from=990201&to=090331&";2020-07-16;"mp10";"ug/m3N";"./RIII/312/Cal/PM10/PM10.diario.diario.ic";"990201";"090331";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RIII/312/Cal/PM10/PM10.diario.diario.ic&from=990201&to=090331&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";1999;2009;"02";"03"
"III";"/index.php/region/index/id/III";"Tierra Amarilla";TRUE;"/index.php/estacion/index/id/224";"Copiapó";"Tierra Amarilla";"6960567 E 375128 N";"19";NA;NA;"Dirección del viento";"Dirección del viento(Dir. viento - °)";"WDIR";"No informado";2009-01-01;2009-12-31;"10m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Tierra Amarilla&macropath=./RIII/312/Met/WDIR&macro=horario_010&from=090101&to=091231&";2020-07-16;"wd_10m";"°";"./RIII/312/Met/WDIR/horario_010.ic";"090101";"091231";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RIII/312/Met/WDIR/horario_010.ic&from=090101&to=091231&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2009;2009;"01";"12"
"III";"/index.php/region/index/id/III";"Tierra Amarilla";TRUE;"/index.php/estacion/index/id/224";"Copiapó";"Tierra Amarilla";"6960567 E 375128 N";"19";NA;NA;"Velocidad del viento";"Velocidad del viento(Vel. viento - m/s)";"WSPD";"No informado";2009-01-01;2009-12-31;"10m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Tierra Amarilla&macropath=./RIII/312/Met/WSPD&macro=horario_010&from=090101&to=091231&";2020-07-16;"ws_10m";"m/s";"./RIII/312/Met/WSPD/horario_010.ic";"090101";"091231";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RIII/312/Met/WSPD/horario_010.ic&from=090101&to=091231&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2009;2009;"01";"12"
"III";"/index.php/region/index/id/III";"Pabellón";FALSE;"/index.php/estacion/index/id/40";"Copiapó";"Tierra Amarilla";"378151 E 6940115 N";"19";-70.2353409895587;-27.657611569692;"Dióxido de azufre";"(SO2 - µg/m3N)";"0001";"Fluorescencia ultravioleta";1994-01-01;2009-04-30;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Pabellon&macropath=./RIII/316/Cal/0001&macro=0001.diario.diario&from=940101&to=090430&";2020-07-16;"so2";"ug/m3N";"./RIII/316/Cal/0001/0001.diario.diario.ic";"940101";"090430";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RIII/316/Cal/0001/0001.diario.diario.ic&from=940101&to=090430&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";1994;2009;"01";"04"
"III";"/index.php/region/index/id/III";"Pabellón";FALSE;"/index.php/estacion/index/id/40";"Copiapó";"Tierra Amarilla";"378151 E 6940115 N";"19";-70.2353409895587;-27.657611569692;"Dióxido de azufre";"(SO2 - µg/m3N)";"0001";"Fluorescencia ultravioleta";1994-01-01;2009-04-30;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Pabellon&macropath=./RIII/316/Cal/0001&macro=0001.horario.horario&from=931231&to=090430&";2020-07-16;"so2";"ug/m3N";"./RIII/316/Cal/0001/0001.horario.horario.ic";"931231";"090430";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RIII/316/Cal/0001/0001.horario.horario.ic&from=931231&to=090430&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";1993;2009;"12";"04"
"IV";"/index.php/region/index/id/IV";"Andacollo";TRUE;"/index.php/estacion/index/id/171";"Elqui";"Andacollo";"299236 E 6654136 N";"19";-71.0861361539625;-30.2277602244762;"Material particulado MP 10";"(MP 10 - µg/m3N)";"PM10";"ATENUACION BETA- MET ONE 1020";2009-07-16;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Andacollo&macropath=./RIV/420/Cal/PM10&macro=PM10.diario.diario&from=090716&to=200715&";2020-07-16;"mp10";"ug/m3N";"./RIV/420/Cal/PM10/PM10.diario.diario.ic";"090716";"200715";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RIV/420/Cal/PM10/PM10.diario.diario.ic&from=090716&to=200715&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2009;2020;"07";"07"
"IV";"/index.php/region/index/id/IV";"Andacollo";TRUE;"/index.php/estacion/index/id/171";"Elqui";"Andacollo";"299236 E 6654136 N";"19";-71.0861361539625;-30.2277602244762;"Material particulado MP 10";"(MP 10 - µg/m3N)";"PM10";"ATENUACION BETA- MET ONE 1020";2009-07-16;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Andacollo&macropath=./RIV/420/Cal/PM10&macro=PM10.horario.horario&from=100118&to=200716&";2020-07-16;"mp10";"ug/m3N";"./RIV/420/Cal/PM10/PM10.horario.horario.ic";"100118";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RIV/420/Cal/PM10/PM10.horario.horario.ic&from=100118&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2010;2020;"01";"07"
