sep=; 
"region";"url_region";"estacion";"estacion_enlinea";"url_estacion";"provincia";"comuna";"coord_utm";"huso";"longitud";"latitud";"contaminante";"contaminante_desc";"contaminante_cod";"contaminante_tecnica";"contaminante_fechaInicio";"contaminante_fechaFin";"contaminante_altura";"url_contaminante";"fecha_consulta";"pollutant";"unidad";"macro";"from";"to";"fecha_fin_actual";"url_descarga";"metrica";"ano_inicio";"ano_fin";"mes_inicio";"mes_fin"
"VIII";"/index.php/region/index/id/VIII";"Punteras";TRUE;"/index.php/estacion/index/id/235";"Concepción";"Chiguayante";"674923 E 5911833 N";"18";-73.03612288871;-36.9233163145735;"Óxidos de nitrógeno";"(NOX - µg/m3N)";"0NOX";"Luminiscencia Quimica";2016-10-25;2020-07-15;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Punteras&macropath=./RVIII/854/Cal/0NOX&macro=0NOX.diario.diario&from=161025&to=200715&";2020-07-16;"nox";"ug/m3N";"./RVIII/854/Cal/0NOX/0NOX.diario.diario.ic";"161025";"200715";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RVIII/854/Cal/0NOX/0NOX.diario.diario.ic&from=161025&to=200715&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2016;2020;"10";"07"
"VIII";"/index.php/region/index/id/VIII";"Punteras";TRUE;"/index.php/estacion/index/id/235";"Concepción";"Chiguayante";"674923 E 5911833 N";"18";-73.03612288871;-36.9233163145735;"Óxidos de nitrógeno";"(NOX - µg/m3N)";"0NOX";"Luminiscencia Quimica";2016-10-25;2020-07-15;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Punteras&macropath=./RVIII/854/Cal/0NOX&macro=0NOX.horario.horario&from=161025&to=200716&";2020-07-16;"nox";"ug/m3N";"./RVIII/854/Cal/0NOX/0NOX.horario.horario.ic";"161025";"200716";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RVIII/854/Cal/0NOX/0NOX.horario.horario.ic&from=161025&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2016;2020;"10";"07"
"VIII";"/index.php/region/index/id/VIII";"Punteras";TRUE;"/index.php/estacion/index/id/235";"Concepción";"Chiguayante";"674923 E 5911833 N";"18";-73.03612288871;-36.9233163145735;"Material particulado MP 10";"(MP 10 - µg/m3N)";"PM10";"Atenuación Beta";2009-10-09;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Punteras&macropath=./RVIII/854/Cal/PM10&macro=PM10.diario.diario&from=091009&to=200715&";2020-07-16;"mp10";"ug/m3N";"./RVIII/854/Cal/PM10/PM10.diario.diario.ic";"091009";"200715";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RVIII/854/Cal/PM10/PM10.diario.diario.ic&from=091009&to=200715&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2009;2020;"10";"07"
"VIII";"/index.php/region/index/id/VIII";"Punteras";TRUE;"/index.php/estacion/index/id/235";"Concepción";"Chiguayante";"674923 E 5911833 N";"18";-73.03612288871;-36.9233163145735;"Material particulado MP 10";"(MP 10 - µg/m3N)";"PM10";"Atenuación Beta";2009-10-09;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Punteras&macropath=./RVIII/854/Cal/PM10&macro=PM10.horario.horario&from=091005&to=200716&";2020-07-16;"mp10";"ug/m3N";"./RVIII/854/Cal/PM10/PM10.horario.horario.ic";"091005";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RVIII/854/Cal/PM10/PM10.horario.horario.ic&from=091005&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2009;2020;"10";"07"
"VIII";"/index.php/region/index/id/VIII";"Punteras";TRUE;"/index.php/estacion/index/id/235";"Concepción";"Chiguayante";"674923 E 5911833 N";"18";-73.03612288871;-36.9233163145735;"Material particulado MP 2,5";"(MP 2,5 - µg/m3)";"PM25";"Atenuación Beta";2009-10-06;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Punteras&macropath=./RVIII/854/Cal/PM25&macro=PM25.diario.diario&from=091006&to=200715&";2020-07-16;"mp2.5";"ug/m3";"./RVIII/854/Cal/PM25/PM25.diario.diario.ic";"091006";"200715";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RVIII/854/Cal/PM25/PM25.diario.diario.ic&from=091006&to=200715&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2009;2020;"10";"07"
"VIII";"/index.php/region/index/id/VIII";"Punteras";TRUE;"/index.php/estacion/index/id/235";"Concepción";"Chiguayante";"674923 E 5911833 N";"18";-73.03612288871;-36.9233163145735;"Material particulado MP 2,5";"(MP 2,5 - µg/m3)";"PM25";"Atenuación Beta";2009-10-06;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Punteras&macropath=./RVIII/854/Cal/PM25&macro=PM25.horario.horario&from=141231&to=200716&";2020-07-16;"mp2.5";"ug/m3";"./RVIII/854/Cal/PM25/PM25.horario.horario.ic";"141231";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RVIII/854/Cal/PM25/PM25.horario.horario.ic&from=141231&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2014;2020;"12";"07"
"VIII";"/index.php/region/index/id/VIII";"Punteras";TRUE;"/index.php/estacion/index/id/235";"Concepción";"Chiguayante";"674923 E 5911833 N";"18";-73.03612288871;-36.9233163145735;"Precipitaciones";"Precipitaciones";"RAIN";"No informado";2018-08-17;2020-07-16;"2m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Punteras&macropath=./RVIII/854/Met/RAIN&macro=horario_002&from=180817&to=200716&";2020-07-16;"pp_2m";"s/i";"./RVIII/854/Met/RAIN/horario_002.ic";"180817";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RVIII/854/Met/RAIN/horario_002.ic&from=180817&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2018;2020;"08";"07"
"VIII";"/index.php/region/index/id/VIII";"Punteras";TRUE;"/index.php/estacion/index/id/235";"Concepción";"Chiguayante";"674923 E 5911833 N";"18";-73.03612288871;-36.9233163145735;"Humedad relativa del aire";"Humedad relativa del aire";"RHUM";"No informado";2013-01-01;2020-07-16;"3m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Punteras&macropath=./RVIII/854/Met/RHUM&macro=horario_003&from=130101&to=200716&";2020-07-16;"hr_3m";"%";"./RVIII/854/Met/RHUM/horario_003.ic";"130101";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RVIII/854/Met/RHUM/horario_003.ic&from=130101&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2013;2020;"01";"07"
"VIII";"/index.php/region/index/id/VIII";"Punteras";TRUE;"/index.php/estacion/index/id/235";"Concepción";"Chiguayante";"674923 E 5911833 N";"18";-73.03612288871;-36.9233163145735;"Temperatura ambiente";"Temperatura ambiente";"TEMP";"No informado";2013-01-01;2020-07-16;"3m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Punteras&macropath=./RVIII/854/Met/TEMP&macro=horario_003&from=130101&to=200716&";2020-07-16;"temp_3m";"°C";"./RVIII/854/Met/TEMP/horario_003.ic";"130101";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RVIII/854/Met/TEMP/horario_003.ic&from=130101&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2013;2020;"01";"07"
"VIII";"/index.php/region/index/id/VIII";"Punteras";TRUE;"/index.php/estacion/index/id/235";"Concepción";"Chiguayante";"674923 E 5911833 N";"18";-73.03612288871;-36.9233163145735;"Dirección del viento";"Dirección del viento";"WDIR";"No informado";2018-01-01;2020-07-16;"14m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Punteras&macropath=./RVIII/854/Met/WDIR&macro=horario_014&from=180101&to=200716&";2020-07-16;"wd_14m";"°";"./RVIII/854/Met/WDIR/horario_014.ic";"180101";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RVIII/854/Met/WDIR/horario_014.ic&from=180101&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2018;2020;"01";"07"
"VIII";"/index.php/region/index/id/VIII";"Punteras";TRUE;"/index.php/estacion/index/id/235";"Concepción";"Chiguayante";"674923 E 5911833 N";"18";-73.03612288871;-36.9233163145735;"Velocidad del viento";"Velocidad del viento";"WSPD";"No informado";2018-01-01;2020-07-16;"14m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Punteras&macropath=./RVIII/854/Met/WSPD&macro=horario_014&from=180101&to=200716&";2020-07-16;"ws_14m";"m/s";"./RVIII/854/Met/WSPD/horario_014.ic";"180101";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RVIII/854/Met/WSPD/horario_014.ic&from=180101&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2018;2020;"01";"07"
"VIII";"/index.php/region/index/id/VIII";"Meteorológica, Chiguayante";TRUE;"/index.php/estacion/index/id/83";"Concepción";"Chiguayante";"674983 E 5912937 N";"19";-73.035786;-36.913214;"Material particulado MP 10";"";"PM10";"No informado";2009-08-09;2009-10-03;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Meteorologica, Chiguayante&macropath=./RVIII/833/Cal/PM10&macro=PM10.diario.diario&from=090809&to=091003&";2020-07-16;"mp10";"s/i";"./RVIII/833/Cal/PM10/PM10.diario.diario.ic";"090809";"091003";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RVIII/833/Cal/PM10/PM10.diario.diario.ic&from=090809&to=091003&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2009;2009;"08";"10"
"VIII";"/index.php/region/index/id/VIII";"Meteorológica, Chiguayante";TRUE;"/index.php/estacion/index/id/83";"Concepción";"Chiguayante";"674983 E 5912937 N";"19";-73.035786;-36.913214;"Material particulado MP 10";"";"PM10";"No informado";2009-08-09;2009-10-03;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Meteorologica, Chiguayante&macropath=./RVIII/833/Cal/PM10&macro=PM10.horario.horario&from=090809&to=091004&";2020-07-16;"mp10";"s/i";"./RVIII/833/Cal/PM10/PM10.horario.horario.ic";"090809";"091004";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RVIII/833/Cal/PM10/PM10.horario.horario.ic&from=090809&to=091004&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2009;2009;"08";"10"
"VIII";"/index.php/region/index/id/VIII";"Meteorológica, Chiguayante";TRUE;"/index.php/estacion/index/id/83";"Concepción";"Chiguayante";"674983 E 5912937 N";"19";-73.035786;-36.913214;"Material particulado MP 2,5";"";"PM25";"No informado";2009-08-09;2009-09-09;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Meteorologica, Chiguayante&macropath=./RVIII/833/Cal/PM25&macro=PM25.diario.diario&from=090809&to=090909&";2020-07-16;"mp2.5";"s/i";"./RVIII/833/Cal/PM25/PM25.diario.diario.ic";"090809";"090909";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RVIII/833/Cal/PM25/PM25.diario.diario.ic&from=090809&to=090909&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2009;2009;"08";"09"
"VIII";"/index.php/region/index/id/VIII";"Meteorológica, Chiguayante";TRUE;"/index.php/estacion/index/id/83";"Concepción";"Chiguayante";"674983 E 5912937 N";"19";-73.035786;-36.913214;"Material particulado MP 2,5";"";"PM25";"No informado";2009-08-09;2009-09-09;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Meteorologica, Chiguayante&macropath=./RVIII/833/Cal/PM25&macro=PM25.horario.horario&from=090809&to=090909&";2020-07-16;"mp2.5";"s/i";"./RVIII/833/Cal/PM25/PM25.horario.horario.ic";"090809";"090909";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RVIII/833/Cal/PM25/PM25.horario.horario.ic&from=090809&to=090909&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2009;2009;"08";"09"
"VIII";"/index.php/region/index/id/VIII";"Meteorológica, Chiguayante";TRUE;"/index.php/estacion/index/id/83";"Concepción";"Chiguayante";"674983 E 5912937 N";"19";-73.035786;-36.913214;"Precipitaciones";"Precipitaciones";"RAIN";"No informado";2005-05-03;2008-12-31;"S/I";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Meteorologica, Chiguayante&macropath=./RVIII/833/Met/RAIN&macro=horario_000&from=050503&to=081231&";2020-07-16;"pp";"s/i";"./RVIII/833/Met/RAIN/horario_000.ic";"050503";"081231";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RVIII/833/Met/RAIN/horario_000.ic&from=050503&to=081231&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2005;2008;"05";"12"
"VIII";"/index.php/region/index/id/VIII";"Meteorológica, Chiguayante";TRUE;"/index.php/estacion/index/id/83";"Concepción";"Chiguayante";"674983 E 5912937 N";"19";-73.035786;-36.913214;"Precipitaciones";"Precipitaciones";"RAIN";"No informado";2005-05-03;2008-12-31;"2m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Meteorologica, Chiguayante&macropath=./RVIII/833/Met/RAIN&macro=horario_002&from=050503&to=081231&";2020-07-16;"pp_2m";"s/i";"./RVIII/833/Met/RAIN/horario_002.ic";"050503";"081231";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RVIII/833/Met/RAIN/horario_002.ic&from=050503&to=081231&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2005;2008;"05";"12"
"VIII";"/index.php/region/index/id/VIII";"Meteorológica, Chiguayante";TRUE;"/index.php/estacion/index/id/83";"Concepción";"Chiguayante";"674983 E 5912937 N";"19";-73.035786;-36.913214;"Temperatura ambiente";"Temperatura ambiente(Temperatura - °C)";"TEMP";"Sensor Polinomial";2009-08-09;2009-09-10;"S/I";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Meteorologica, Chiguayante&macropath=./RVIII/833/Met/TEMP&macro=horario_000&from=090809&to=090910&";2020-07-16;"temp";"°C";"./RVIII/833/Met/TEMP/horario_000.ic";"090809";"090910";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RVIII/833/Met/TEMP/horario_000.ic&from=090809&to=090910&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2009;2009;"08";"09"
"VIII";"/index.php/region/index/id/VIII";"Meteorológica, Chiguayante";TRUE;"/index.php/estacion/index/id/83";"Concepción";"Chiguayante";"674983 E 5912937 N";"19";-73.035786;-36.913214;"Temperatura ambiente";"Temperatura ambiente(Temperatura - °C)";"TEMP";"Sensor Polinomial";2009-08-09;2009-10-05;"2m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=Meteorologica, Chiguayante&macropath=./RVIII/833/Met/TEMP&macro=horario_002&from=090809&to=091005&";2020-07-16;"temp_2m";"°C";"./RVIII/833/Met/TEMP/horario_002.ic";"090809";"091005";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RVIII/833/Met/TEMP/horario_002.ic&from=090809&to=091005&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2009;2009;"08";"10"
"VIII";"/index.php/region/index/id/VIII";"INIA, Chillán";TRUE;"/index.php/estacion/index/id/215";"Ñuble";"Chillán";"760382 E 5946127 N";"18";-72.0893103884349;-36.5948398968339;"Monóxido de carbono";"";"0004";"No informado";2009-01-07;2009-08-27;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=INIA, Chillan&macropath=./RVIII/810/Cal/0004&macro=0004.diario.diario&from=090107&to=090827&";2020-07-16;"co";"s/i";"./RVIII/810/Cal/0004/0004.diario.diario.ic";"090107";"090827";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RVIII/810/Cal/0004/0004.diario.diario.ic&from=090107&to=090827&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2009;2009;"01";"08"
"VIII";"/index.php/region/index/id/VIII";"INIA, Chillán";TRUE;"/index.php/estacion/index/id/215";"Ñuble";"Chillán";"760382 E 5946127 N";"18";-72.0893103884349;-36.5948398968339;"Monóxido de carbono";"";"0004";"No informado";2009-01-07;2009-08-27;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=INIA, Chillan&macropath=./RVIII/810/Cal/0004&macro=0004.horario.horario&from=090106&to=090827&";2020-07-16;"co";"s/i";"./RVIII/810/Cal/0004/0004.horario.horario.ic";"090106";"090827";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RVIII/810/Cal/0004/0004.horario.horario.ic&from=090106&to=090827&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2009;2009;"01";"08"
"VIII";"/index.php/region/index/id/VIII";"INIA, Chillán";TRUE;"/index.php/estacion/index/id/215";"Ñuble";"Chillán";"760382 E 5946127 N";"18";-72.0893103884349;-36.5948398968339;"Material particulado MP 10";"(MP 10 - µg/m3N)";"PM10";"Método basado en el principio de atenuación beta";2008-01-01;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=INIA, Chillan&macropath=./RVIII/810/Cal/PM10&macro=PM10.diario.diario&from=080101&to=200715&";2020-07-16;"mp10";"ug/m3N";"./RVIII/810/Cal/PM10/PM10.diario.diario.ic";"080101";"200715";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RVIII/810/Cal/PM10/PM10.diario.diario.ic&from=080101&to=200715&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2008;2020;"01";"07"
"VIII";"/index.php/region/index/id/VIII";"INIA, Chillán";TRUE;"/index.php/estacion/index/id/215";"Ñuble";"Chillán";"760382 E 5946127 N";"18";-72.0893103884349;-36.5948398968339;"Material particulado MP 10";"(MP 10 - µg/m3N)";"PM10";"Método basado en el principio de atenuación beta";2008-01-01;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=INIA, Chillan&macropath=./RVIII/810/Cal/PM10&macro=PM10.horario.horario&from=071231&to=200716&";2020-07-16;"mp10";"ug/m3N";"./RVIII/810/Cal/PM10/PM10.horario.horario.ic";"071231";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RVIII/810/Cal/PM10/PM10.horario.horario.ic&from=071231&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2007;2020;"12";"07"
"VIII";"/index.php/region/index/id/VIII";"INIA, Chillán";TRUE;"/index.php/estacion/index/id/215";"Ñuble";"Chillán";"760382 E 5946127 N";"18";-72.0893103884349;-36.5948398968339;"Material particulado MP 2,5";"(MP 2,5 - µg/m3)";"PM25";"Atenuación Beta";2008-09-13;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=INIA, Chillan&macropath=./RVIII/810/Cal/PM25&macro=PM25.diario.diario&from=080913&to=200715&";2020-07-16;"mp2.5";"ug/m3";"./RVIII/810/Cal/PM25/PM25.diario.diario.ic";"080913";"200715";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RVIII/810/Cal/PM25/PM25.diario.diario.ic&from=080913&to=200715&path=/usr/airviro/data/CONAMA/&lang=esp";"Diario";2008;2020;"09";"07"
"VIII";"/index.php/region/index/id/VIII";"INIA, Chillán";TRUE;"/index.php/estacion/index/id/215";"Ñuble";"Chillán";"760382 E 5946127 N";"18";-72.0893103884349;-36.5948398968339;"Material particulado MP 2,5";"(MP 2,5 - µg/m3)";"PM25";"Atenuación Beta";2008-09-13;2020-07-16;NA;"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=INIA, Chillan&macropath=./RVIII/810/Cal/PM25&macro=PM25.horario.horario&from=080912&to=200716&";2020-07-16;"mp2.5";"ug/m3";"./RVIII/810/Cal/PM25/PM25.horario.horario.ic";"080912";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RVIII/810/Cal/PM25/PM25.horario.horario.ic&from=080912&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2008;2020;"09";"07"
"VIII";"/index.php/region/index/id/VIII";"INIA, Chillán";TRUE;"/index.php/estacion/index/id/215";"Ñuble";"Chillán";"760382 E 5946127 N";"18";-72.0893103884349;-36.5948398968339;"Humedad relativa del aire";"Humedad relativa del aire(Humedad relativa - %)";"RHUM";"Sensor Polinomial";2012-05-13;2020-06-25;"10m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=INIA, Chillan&macropath=./RVIII/810/Met/RHUM&macro=horario_010&from=120513&to=200625&";2020-07-16;"hr_10m";"%";"./RVIII/810/Met/RHUM/horario_010.ic";"120513";"200625";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RVIII/810/Met/RHUM/horario_010.ic&from=120513&to=200625&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2012;2020;"05";"06"
"VIII";"/index.php/region/index/id/VIII";"INIA, Chillán";TRUE;"/index.php/estacion/index/id/215";"Ñuble";"Chillán";"760382 E 5946127 N";"18";-72.0893103884349;-36.5948398968339;"Temperatura ambiente";"Temperatura ambiente(Temperatura - °C)";"TEMP";"Sensor Polinomial";2007-12-31;2011-12-31;"S/I";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=INIA, Chillan&macropath=./RVIII/810/Met/TEMP&macro=horario_000&from=071231&to=111231&";2020-07-16;"temp";"°C";"./RVIII/810/Met/TEMP/horario_000.ic";"071231";"111231";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RVIII/810/Met/TEMP/horario_000.ic&from=071231&to=111231&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2007;2011;"12";"12"
"VIII";"/index.php/region/index/id/VIII";"INIA, Chillán";TRUE;"/index.php/estacion/index/id/215";"Ñuble";"Chillán";"760382 E 5946127 N";"18";-72.0893103884349;-36.5948398968339;"Temperatura ambiente";"Temperatura ambiente(Temperatura - °C)";"TEMP";"Sensor Polinomial";2008-01-01;2020-07-16;"10m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=INIA, Chillan&macropath=./RVIII/810/Met/TEMP&macro=horario_010&from=080101&to=200716&";2020-07-16;"temp_10m";"°C";"./RVIII/810/Met/TEMP/horario_010.ic";"080101";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RVIII/810/Met/TEMP/horario_010.ic&from=080101&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2008;2020;"01";"07"
"VIII";"/index.php/region/index/id/VIII";"INIA, Chillán";TRUE;"/index.php/estacion/index/id/215";"Ñuble";"Chillán";"760382 E 5946127 N";"18";-72.0893103884349;-36.5948398968339;"Dirección del viento";"Dirección del viento(Dir. viento - °)";"WDIR";"Potenciómetro de Precisión";2007-12-31;2011-12-31;"S/I";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=INIA, Chillan&macropath=./RVIII/810/Met/WDIR&macro=horario_000&from=071231&to=111231&";2020-07-16;"wd";"°";"./RVIII/810/Met/WDIR/horario_000.ic";"071231";"111231";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RVIII/810/Met/WDIR/horario_000.ic&from=071231&to=111231&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2007;2011;"12";"12"
"VIII";"/index.php/region/index/id/VIII";"INIA, Chillán";TRUE;"/index.php/estacion/index/id/215";"Ñuble";"Chillán";"760382 E 5946127 N";"18";-72.0893103884349;-36.5948398968339;"Dirección del viento";"Dirección del viento(Dir. viento - °)";"WDIR";"Potenciómetro de Precisión";2008-01-01;2020-07-16;"10m";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=INIA, Chillan&macropath=./RVIII/810/Met/WDIR&macro=horario_010&from=080101&to=200716&";2020-07-16;"wd_10m";"°";"./RVIII/810/Met/WDIR/horario_010.ic";"080101";"200716";TRUE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RVIII/810/Met/WDIR/horario_010.ic&from=080101&to=200716&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2008;2020;"01";"07"
"VIII";"/index.php/region/index/id/VIII";"INIA, Chillán";TRUE;"/index.php/estacion/index/id/215";"Ñuble";"Chillán";"760382 E 5946127 N";"18";-72.0893103884349;-36.5948398968339;"Velocidad del viento";"Velocidad del viento(Vel. viento - m/s)";"WSPD";"Bobina Magnética";2007-12-31;2011-12-31;"S/I";"//sinca.mma.gob.cl/cgi-bin/APUB-MMA/apub.htmlindico2.cgi?page=pageFrame&header=INIA, Chillan&macropath=./RVIII/810/Met/WSPD&macro=horario_000&from=071231&to=111231&";2020-07-16;"ws";"m/s";"./RVIII/810/Met/WSPD/horario_000.ic";"071231";"111231";FALSE;"/cgi-bin/APUB-MMA/apub.tsindico2.cgi?outtype=xcl&macro=./RVIII/810/Met/WSPD/horario_000.ic&from=071231&to=111231&path=/usr/airviro/data/CONAMA/&lang=esp";"Horario";2007;2011;"12";"12"
