sep=; 
"region";"url_region";"estacion";"estacion_enlinea";"url_estacion";"provincia";"comuna";"coord_utm";"huso";"longitud";"latitud";"fecha_consulta";"n_parametros"
"VI";"/index.php/region/index/id/VI";"Coya Población";TRUE;"/index.php/estacion/index/id/225";"Cachapoal";"Machalí";"359047 E 6214212 N";"19";-70.5299193813901;-34.2035897766496;2020-07-16;9
"VI";"/index.php/region/index/id/VI";"MVC";FALSE;"/index.php/estacion/index/id/152";"Cachapoal";"Requinoa";"338706 E 6212755 N";"19";-70.7508895670263;-34.2137720552484;2020-07-16;21
"VI";"/index.php/region/index/id/VI";"Rancagua I";TRUE;"/index.php/estacion/index/id/250";"Cachapoal";"Rancagua";"342015 E 6218523 N";"19";-70.7139314127525;-34.1622833239376;2020-07-16;35
"VI";"/index.php/region/index/id/VI";"Rancagua II";TRUE;"/index.php/estacion/index/id/220";"Cachapoal";"Rancagua";"339842 E 6220527 N";"19";-70.7371261564243;-34.1438867851583;2020-07-16;14
"VI";"/index.php/region/index/id/VI";"Rengo";TRUE;"/index.php/estacion/index/id/212";"Cachapoal";"Rengo";"329665 E 6192542 N";"19";-70.8529869591204;-34.394527035524;2020-07-16;21
"VI";"/index.php/region/index/id/VI";"San Fernando";TRUE;"/index.php/estacion/index/id/244";"Colchagua";"San Fernando";"317503 E 6171746 N";"19";-70.9896709012778;-34.5798816256345;2020-07-16;23
"VI";"/index.php/region/index/id/VI";"San Francisco de Mostazal";FALSE;"/index.php/estacion/index/id/112";"Cachapoal";"Mostazal";"342567 E 6238686 N";"19";-70.7043004128627;-33.9806012891271;2020-07-16;27
"VI";"/index.php/region/index/id/VI";"Sewell";FALSE;"/index.php/estacion/index/id/65";"Cachapoal";"Machalí";"372504 E 6227642 N";"19";-70.3819217301556;-34.0842385356971;2020-07-16;8
"VI";"/index.php/region/index/id/VI";"Subestación Candelaria";FALSE;"/index.php/estacion/index/id/59";"Cachapoal";"Codegua";"351495 E 6233158 N";"19";-70.6086238276186;-34.0317387050727;2020-07-16;10
"VI";"/index.php/region/index/id/VI";"Totihue";FALSE;"/index.php/estacion/index/id/47";"Cachapoal";"Requinoa";"335025 E 6199971 N";"19";-70.7932763633366;-34.3284314400431;2020-07-16;14
"VII";"/index.php/region/index/id/VII";"Curicó";TRUE;"/index.php/estacion/index/id/269";"Curicó";"Curicó";"296068 E 6127456 N";"19";-71.2339541819121;-34.9749435787699;2020-07-16;10
"VII";"/index.php/region/index/id/VII";"El Boldo";FALSE;"/index.php/estacion/index/id/53";"Curicó";"Curicó";"296399 E 6127751 N";"19";-71.2302586231129;-34.9723520814571;2020-07-16;2
"VII";"/index.php/region/index/id/VII";"La Florida";TRUE;"/index.php/estacion/index/id/276";"Talca";"Talca";"256889 E 6075395 N";"19";-71.6781188939112;-35.4352233439442;2020-07-16;23
"VII";"/index.php/region/index/id/VII";"Linares";TRUE;"/index.php/estacion/index/id/181";"Linares";"Linares";"265805 E 6031030 N";"19";-71.5928744623123;-35.8369692862414;2020-07-16;7
"VII";"/index.php/region/index/id/VII";"Teno, CEMENTOS BIO BIO";FALSE;"/index.php/estacion/index/id/31";"Curicó";"Teno";"302204 E 6139464 N";"19";-71.1639376595735;-34.8679560685979;2020-07-16;16
"VII";"/index.php/region/index/id/VII";"Teno, ENLASA";FALSE;"/index.php/estacion/index/id/30";"Curicó";"Teno";"305205 E 6140221 N";"19";-71.1309502080423;-34.8617141933859;2020-07-16;12
"VII";"/index.php/region/index/id/VII";"U.C. Maule";TRUE;"/index.php/estacion/index/id/230";"Talca";"Talca";"262216 E 6075477 N";"19";-71.6194679090692;-35.4357717479047;2020-07-16;11
"VII";"/index.php/region/index/id/VII";"Universidad de Talca";TRUE;"/index.php/estacion/index/id/217";"Talca";"Talca";"260878 E 6078683 N";"19";-71.6332531371338;-35.4065738907982;2020-07-16;11
"VIII";"/index.php/region/index/id/VIII";"21 de mayo";TRUE;"/index.php/estacion/index/id/236";"Biobío";"Los Angeles";"733331 E 5849585 N";"18";-72.3614706575401;-37.4711911170902;2020-07-16;9
"VIII";"/index.php/region/index/id/VIII";"Balneario Curanilahue";TRUE;"/index.php/estacion/index/id/189";"Arauco";"Curanilahue";"647504 E 5850002 N";"18";-73.3316080408324;-37.4851231645302;2020-07-16;5
"VIII";"/index.php/region/index/id/VIII";"Bocatoma";TRUE;"/index.php/estacion/index/id/277";"Concepción";"Hualpén";"667680 E 5925321 N";"19";-73.120527;-36.803034;2020-07-16;6
"VIII";"/index.php/region/index/id/VIII";"Calabozo";TRUE;"/index.php/estacion/index/id/118";"Concepción";"Coronel";"668730 E 5903504 N";"18";-73.1037564588364;-36.9994858064849;2020-07-16;9
"VIII";"/index.php/region/index/id/VIII";"Cayumanqui";TRUE;"/index.php/estacion/index/id/231";"Ñuble";"Quillón";"726479 E 5937184 N";"18";-72.4652968161307;-36.6840336930348;2020-07-16;2
"VIII";"/index.php/region/index/id/VIII";"Cerro Merquín";TRUE;"/index.php/estacion/index/id/227";"Concepción";"Coronel";"664607 E 5901176 N";"18";-73.1495612649135;-37.0211914819976;2020-07-16;6
"VIII";"/index.php/region/index/id/VIII";"CESFAM, Los Ángeles";FALSE;"/index.php/estacion/index/id/67";"Biobío";"Los Angeles";"733330 E 5850426 N";"19";-72.361758;-37.463426;2020-07-16;4
"VIII";"/index.php/region/index/id/VIII";"Club de Empleados";TRUE;"/index.php/estacion/index/id/245";"Biobío";"Nacimiento";"705393 E 5846899 N";"19";-72.676405906677;-37.501844565823;2020-07-16;21
"VIII";"/index.php/region/index/id/VIII";"Colicheu";TRUE;"/index.php/estacion/index/id/226";"Biobío";"Cabrero";"743195 E 5899021 N";"18";-72.26618148452;-37.0235413391694;2020-07-16;27
"VIII";"/index.php/region/index/id/VIII";"Consultorio - San Vicente";TRUE;"/index.php/estacion/index/id/241";"Concepción";"Talcahuano";"667557 E 5934138 N";"18";-73.1236949146001;-36.7236901618213;2020-07-16;18
"VIII";"/index.php/region/index/id/VIII";"Coronel Norte";TRUE;"/index.php/estacion/index/id/280";"Concepción";"Coronel";"664628 E 5902487 N";"19";-73.14909696579;-37.009021343988;2020-07-16;23
"VIII";"/index.php/region/index/id/VIII";"Coronel Sur";TRUE;"/index.php/estacion/index/id/221";"Concepción";"Coronel";"665556 E 5899980 N";"18";-73.1386351465177;-37.0318001851311;2020-07-16;26
"VIII";"/index.php/region/index/id/VIII";"ENAP Price";TRUE;"/index.php/estacion/index/id/105";"Concepción";"Hualpén";"667819 E 5926622 N";"18";-73.1191092624453;-36.7913625348782;2020-07-16;14
"VIII";"/index.php/region/index/id/VIII";"Entre Ríos";TRUE;"/index.php/estacion/index/id/76";"Biobío";"Nacimiento";"706873 E 5846693 N";"18";-72.6596044429386;-37.503538205633;2020-07-16;4
"VIII";"/index.php/region/index/id/VIII";"Hualqui";TRUE;"/index.php/estacion/index/id/242";"Concepción";"Hualqui";"684073 E 5905626 N";"18";-72.9319425105152;-36.9774904060896;2020-07-16;19
"VIII";"/index.php/region/index/id/VIII";"Indura";TRUE;"/index.php/estacion/index/id/104";"Concepción";"Talcahuano";"668339 E 5928983 N";"18";-73.1138055656992;-36.7699979573062;2020-07-16;12
"VIII";"/index.php/region/index/id/VIII";"INIA, Chillán";TRUE;"/index.php/estacion/index/id/215";"Ñuble";"Chillán";"760382 E 5946127 N";"18";-72.0893103884349;-36.5948398968339;2020-07-16;13
"VIII";"/index.php/region/index/id/VIII";"Inpesca";TRUE;"/index.php/estacion/index/id/209";"Concepción";"Talcahuano";"669249 E 5932589 N";"18";-73.1044140770063;-36.7373463523279;2020-07-16;6
"VIII";"/index.php/region/index/id/VIII";"JUNJI";TRUE;"/index.php/estacion/index/id/43";"Concepción";"Hualpén";"668152 E 5927795 N";"18";-73.1156377640984;-36.780734894625;2020-07-16;14
"VIII";"/index.php/region/index/id/VIII";"Kingston College";TRUE;"/index.php/estacion/index/id/261";"Concepción";"Concepción";"673817 E 5927247 N";"18";-73.0520618128262;-36.7846497460433;2020-07-16;27
"VIII";"/index.php/region/index/id/VIII";"Laja";TRUE;"/index.php/estacion/index/id/119";"Biobío";"Laja";"702974 E 5872964 N";"19";-72.710695266724;-37.267803138651;2020-07-16;21
"VIII";"/index.php/region/index/id/VIII";"Lautaro";TRUE;"/index.php/estacion/index/id/213";"Biobío";"Nacimiento";"707166 E 5846063 N";"18";-72.6561147282371;-37.5091463404281;2020-07-16;21
"VIII";"/index.php/region/index/id/VIII";"Libertad";FALSE;"/index.php/estacion/index/id/127";"Concepción";"Talcahuano";"132748 E 5928589 N";"19";-73.1113549395844;-36.7174186204456;2020-07-16;2
"VIII";"/index.php/region/index/id/VIII";"Liceo Polivalente";TRUE;"/index.php/estacion/index/id/195";"Concepción";"Tomé";"682597 E 5947369 N";"18";-72.95852150094;-36.601716047451;2020-07-16;22
"VIII";"/index.php/region/index/id/VIII";"Los Ángeles Oriente";TRUE;"/index.php/estacion/index/id/211";"Biobío";"Los Angeles";"736622 E 5850392 N";"18";-72.3245517336468;-37.4630883867487;2020-07-16;9
"VIII";"/index.php/region/index/id/VIII";"MASISA Mapal";FALSE;"/index.php/estacion/index/id/27";"Concepción";"San Pedro de la Paz";"665684 E 5918259 N";"18";-73.1412039788697;-36.867088567651;2020-07-16;9
"VIII";"/index.php/region/index/id/VIII";"Meteorológica, Chiguayante";TRUE;"/index.php/estacion/index/id/83";"Concepción";"Chiguayante";"674983 E 5912937 N";"19";-73.035786;-36.913214;2020-07-16;8
"VIII";"/index.php/region/index/id/VIII";"Nueva  Aldea";TRUE;"/index.php/estacion/index/id/184";"Ñuble";"Ránquil";"727481 E 5940768 N";"18";-72.4551563266367;-36.6515169577836;2020-07-16;12
"VIII";"/index.php/region/index/id/VIII";"Nueva Libertad";TRUE;"/index.php/estacion/index/id/240";"Concepción";"Talcahuano";"667962 E 5932742 N";"19";-73.118693;-36.735998;2020-07-16;22
"VIII";"/index.php/region/index/id/VIII";"Punteras";TRUE;"/index.php/estacion/index/id/235";"Concepción";"Chiguayante";"674923 E 5911833 N";"18";-73.03612288871;-36.9233163145735;2020-07-16;17
"VIII";"/index.php/region/index/id/VIII";"Puren";TRUE;"/index.php/estacion/index/id/216";"Ñuble";"Chillán";"759972 E 5943765 N";"18";-72.0930896791128;-36.6162177305052;2020-07-16;9
"VIII";"/index.php/region/index/id/VIII";"Quillón";TRUE;"/index.php/estacion/index/id/254";"Ñuble";"Quillón";"725429 E 5930819 N";"18";-72.4751616654441;-36.7416070024368;2020-07-16;10
"VIII";"/index.php/region/index/id/VIII";"San Vicente, Bomberos";FALSE;"/index.php/estacion/index/id/91";"Concepción";"Talcahuano";"667625 E 5934339 N";"18";-73.1229779052172;-36.7218671476296;2020-07-16;2
"X";"/index.php/region/index/id/X";"Alerce";TRUE;"/index.php/estacion/index/id/198";"Llanquihue";"Puerto Montt";"675585 E 5414803 N";"19";-72.899522781372;-41.399169537038;2020-07-16;6
"X";"/index.php/region/index/id/X";"Entre Lagos";FALSE;"/index.php/estacion/index/id/111";"Osorno";"Osorno";"196063 E 5490100 N";"18";NA;NA;2020-07-16;14
"X";"/index.php/region/index/id/X";"Mirasol";TRUE;"/index.php/estacion/index/id/54";"Llanquihue";"Puerto Montt";"669585 E 5406017 N";"18";-72.9688284796434;-41.4795290395201;2020-07-16;11
"X";"/index.php/region/index/id/X";"Osorno";TRUE;"/index.php/estacion/index/id/229";"Osorno";"Osorno";"659217 E 5505665 N";"18";-73.1186654148085;-40.5844982474739;2020-07-16;13
"X";"/index.php/region/index/id/X";"Puerto Varas";TRUE;"/index.php/estacion/index/id/281";"Llanquihue";"Puerto Varas";"669783 E 5422635 N";"18";-72.9711189791496;-41.329893037124;2020-07-16;2
"X";"/index.php/region/index/id/X";"Trapén Norte";FALSE;"/index.php/estacion/index/id/74";"Llanquihue";"Puerto Montt";"661451 E 5402767 N";"18";-73.0653264913587;-41.5104653984258;2020-07-16;9
"X";"/index.php/region/index/id/X";"Trapén Sur";FALSE;"/index.php/estacion/index/id/93";"Llanquihue";"Puerto Montt";"659539 E 5401873 N";"19";-73.08804;-41.518765;2020-07-16;9
"XI";"/index.php/region/index/id/XI";"Coyhaique";TRUE;"/index.php/estacion/index/id/238";"Coihaique";"Coyhaique";"729281 E 4948421 N";"18";-72.0610848052617;-45.5799363589342;2020-07-16;12
"XI";"/index.php/region/index/id/XI";"Coyhaique II";TRUE;"/index.php/estacion/index/id/264";"Coihaique";"Coyhaique";"730152 E 4948488 N";"18";-72.0499668121408;-45.5790464564684;2020-07-16;21
"XI";"/index.php/region/index/id/XI";"Vialidad";TRUE;"/index.php/estacion/index/id/166";"Aysén";"Aysén";"680977 E 4969547 N";"18";-72.6874589442635;-45.4041830719139;2020-07-16;6
"XII";"/index.php/region/index/id/XII";"Punta Arenas";TRUE;"/index.php/estacion/index/id/191";"Magallanes";"Punta Arenas";"371526 E 4108390 N";"19";-70.9215067997816;-53.1583477998541;2020-07-16;2
"XIV";"/index.php/region/index/id/XIV";"CESFAM Lago Ranco";FALSE;"/index.php/estacion/index/id/115";"Ranco";"Lago Ranco";"205001 E 5530769 N";"19";-72.4719426361623;-40.3215180733555;2020-07-16;14
"XIV";"/index.php/region/index/id/XIV";"Consultorio Máfil";FALSE;"/index.php/estacion/index/id/126";"Valdivia";"Máfil";"635131 E 5607284 N";"19";-72.953728504395;-39.665625938014;2020-07-16;18
"XIV";"/index.php/region/index/id/XIV";"Fundo La Ribera";FALSE;"/index.php/estacion/index/id/49";"Valdivia";"Máfil";"678287 E 5620971 N";"19";-72.925205;-39.542346;2020-07-16;8
"XIV";"/index.php/region/index/id/XIV";"La Union";TRUE;"/index.php/estacion/index/id/180";"Ranco";"La Unión";"663446 E 5538659 N";"19";-73.076710459412;-40.286857441758;2020-07-16;6
"XIV";"/index.php/region/index/id/XIV";"Valdivia";TRUE;"/index.php/estacion/index/id/267";"Valdivia";"Valdivia";"651593 E 5589460 N";"18";-73.2284702731719;-39.831346661127;2020-07-16;21
"XIV";"/index.php/region/index/id/XIV";"Valdivia 2";TRUE;"/index.php/estacion/index/id/218";"Valdivia";"Valdivia";"649060 E 5592376 N";"18";-73.2587212460245;-39.8055335644292;2020-07-16;8
"XIV";"/index.php/region/index/id/XIV";"Vivero Los Castaños";FALSE;"/index.php/estacion/index/id/94";"Valdivia";"Máfil";"660388 E 5601696 N";"19";-73.128677;-39.719218;2020-07-16;8
"XV";"/index.php/region/index/id/XV";"Arica";TRUE;"/index.php/estacion/index/id/232";"Arica";"Arica";"363747 E 7955831 N";"19";-70.2905492243254;-18.4835271781409;2020-07-16;2
